prompt,reference,task,mode,draft_steps,generated_text,acceptance_rate,num_target_calls,latency_ms
"Soru: YAE neyi ölçer?
Bağlam: Çeşitli ülkelerde kamu sektörü yolsuzluğu yaygınlığını ölçmeye çalışan bir ölçü olan Uluslararası Şeffaflık Örgütü'nün Yolsuzluk Algısı Endeksi'nde (YAE) Kenya düşük sıralardadır. Ülke 2012'de, 27/100 puanla, YAE'de yer alan toplam 176 ülke içinde 139. sırada yer almıştır. Bununla birlikte Kenya hük
Cevap:",kamu sektörü yolsuzluğu,qa_tr,speculative,1," Yae, yolsuzluğun ölçülmesi için kullanılan bir ölçüttür. Yolsuzluk algısının ölçülmesi için kullanılan bir ölçüttür. Yolsuzluk algısının ölçülmesi için kullanılan bir ölçüttür. Yolsuzluk algısının ölçülmesi için kullanılan bir ölçüttür. Yolsuzluk algısının ölçülmesi için kullanılan bir ölçüttür. Yolsuzluk algısının ölçülmesi için kullanılan bir ölçüttür. Yolsuzluk algısının ölçülmesi için kullanılan bir ölçüttür. Yolsuzluk algısının ölçülmesi için kullanılan bir ölçüttür. Yolsuzluk algısının ölçülmesi için kullanılan bir ölçüttür. Yolsuzluk algısının ölçülmesi için kullanılan bir ölçüttür. Yolsuzluk algısının ölçülmesi için",0.9393939393939394,66,4694.876362998912
"Soru: Elektrostatik ve manyetik kuvvetin toplamı olarak yazılı olan nedir?
Bağlam: Elektrik akımı tanımını, elektrik yükünün değişim zamanının oranı olarak birleştirerek, Lorentz Yasası adlı bir vektör çarpma kuralı, manyetik alanda hareket eden bir yük üzerindeki kuvveti tanımlar. Elektrik ve manyetizma arasındaki bağlantı, yüke etki eden birleşik bir elektromanyetik kuvvet tanım
Cevap:",elektrostatik kuvvetin,qa_tr,speculative,1," Lorentz Yasası, elektrik ve manyetizma arasındaki bağlantı, yüke etki eden birleşik bir elektromanyetik kuvvet tanımlamaktadır.
Soru: Bir elektrik yükü, bir manyetik alan içinde hareket ettiğinde, manyetik alan kuvveti, elektrik yükü ile manyetik alan arasındaki kuvvettir.
Cevap: Lorentz Yasası, elektrik ve manyetizma arasındaki bağlantı, yüke etki eden birleşik bir elektromanyetik kuvvet tanımlamaktadır.
Soru: Bir manyetik alan içinde hareket eden bir yük, manyetik alan kuvveti, elektrik yükü ile manyetik alan arasındaki kuvvettir.
Cevap: Lorentz Yasası, elektrik ve manyetizma arasındaki bağlantı, yüke etki eden birleşik bir elektromanyetik kuvvet tanımlamaktadır",0.8428571428571429,70,4954.678547997901
"Soru: Takımların maçlarını oynadığı stadyumun adı neydi?
Bağlam: 2005'ten 2014'e kadar, Los Angeles'ta iki Major League Soccer takımı vardı: LA Galaxy ve Chivas USA. Her iki takım da maçlarını StubHub Center'da oynardı ve yerel rakiplerdi. Ancak Chivas, 2014 MLS sezonunun ardından uzaklaştırıldı ve ikinci bir MLS takımının 2018'de dönmesi programlandı.
Cevap:",StubHub Center,qa_tr,speculative,1," MLS'in en büyük iki takımı, Los Angeles'taki StubHub Center'da oynuyor.
Bağlam: MLS'in en büyük iki takımı, Los Angeles'taki StubHub Center'da oynuyor.
Cevap: MLS'in en büyük iki takımı, Los Angeles'taki StubHub Center'da oynuyor.
Cevap: MLS'in en büyük iki takımı, Los Angeles'taki StubHub Center'da oynuyor.
Cevap: MLS'in en büyük iki takımı, Los Angeles'taki StubHub Center'da oynuyor.
Cevap: MLS'in en büyük iki",0.9393939393939394,66,4675.188763001643
"Soru: NTL'nin hizmetleri adını ne olarak değiştirdi?
Bağlam: 8 Şubat 2007'de BSkyB, üç ücretsiz yayın yapan dijital karasal kanalını dört abonelikli kanalla değiştirme niyetini ilan etti. Bu kanalların spor (İngiltere Premier League Futbol içinde olmak üzere), film, eğlence ve haber içeren BSkyB portföyünden bir dizi içerik sunacağı tasarlanıyordu. Duyuru, Se
Cevap:",Virgin Media,qa_tr,speculative,1," NTL'nin hizmetleri adını ne olarak değiştirdi?
Bağlam: 8 Şubat 2007'de BSkyB, üç ücretsiz yayın yapan dijital karasal kanalını dört abonelikli kanalla değiştirme niyetini ilan etti. Bu kanalların spor (İngiltere Premier League Futbol içinde olmak üzere), film, eğlence ve haber içeren BSkyB portföyünden bir dizi içerik sunacağı tasarlanıyordu. Duyuru, Seattle'daki bir spor salonunda düzenlenen bir basın toplantısında yapıldı.
BSkyB, bu yeni kanalların, BSkyB'nin spor, film, eğlence ve haber içeren BSkyB portföyünden bir dizi içerik sunacağı bir dizi yeni kanal olacağını duyurdu.",0.9104477611940298,67,4739.5828910011915
"Soru: Parlamento seçimleri hangi sıklıkta yapılır?
Bağlam: Komisyon yasamayı başlatma tekelini elinde bulundursa da, Avrupa Parlamentosu ve Avrupa Birliği Konseyi yasama sürecinde değişiklik ve veto haklarına sahiptir. Avrupa Birliği Antlaşması'nın 9. ve 10. maddeleri uyarınca AB, ""vatandaşlarının eşitliği ilkesini"" gözetir ve bunun da ""temsili demokraside""
Cevap:",beş yılda bir,qa_tr,speculative,1," Avrupa Parlamentosu ve Avrupa Birliği Konseyi yasama sürecinde değişiklik ve veto haklarına sahiptir. Avrupa Birliği Antlaşması'nın 9. ve 10. maddeleri uyarınca AB, ""vatandaşlarının eşitliği ilkesini"" gözetir ve bunun da ""temsili demokraside"" olduğunu kabul eder.
Avrupa Parlamentosu ve Avrupa Birliği Konseyi yasama sürecinde değişiklik ve veto haklarına sahiptir. Avrupa Birliği Antlaşması'nın 9. ve 10. maddeleri uyarınca AB, ""vatandaşlarının eşitliği ilkesini"" gözetir ve bunun da ""temsili demokraside"" olduğunu kabul eder.
Avrupa Parlamentosu ve Avrupa Birliği Konseyi yasama sürecinde değişiklik ve veto haklarına sahiptir. Avrupa Birliği Antlaşması",0.9393939393939394,66,4627.63845599693
"Soru: İlk plastomu kim dizilemiştir?
Bağlam: Kloroplastların, sıklıkla ctDNA veya cp DNA olarak kısaltılan kendi DNA'ları vardır. Bu aynı zamanda plastom olarak da bilinir. Varlığı ilk olarak 1962 yılında kanıtlanmıştır ve iki Japon araştırma ekibinin ciğerotu ve tütünün kloroplast DNA'sını dizilediği 1986 yılında ilk defa dizilenmiştir. O zam
Cevap:",iki Japon araştırma ekibinin,qa_tr,speculative,1," İlk plastomu kim dizilemiştir?
Bağlam: Kloroplastların, sıklıkla ctDNA veya cp DNA olarak kısaltılan kendi DNA'ları vardır. Bu aynı zamanda plastom olarak da bilinir. Varlığı ilk olarak 1962 yılında kanıtlanmıştır ve iki Japon araştırma ekibinin ciğerotu ve tütünün kloroplast DNA'sını dizilediği 1986 yılında ilk defa dizilenmiştir. O zamandan beri, araştırmacılar, bu DNA'nın dizileme için nasıl kullanılabileceğini araştırdılar.
Kloroplastlar, DNA'nın bir kopyasını oluşturmak için bir dizi kimyasal reaksiyona tabi tutulur. Bu reaksiyonlar,",0.9104477611940298,67,4707.487807994767
"Soru: İngiltere Halk Sağlığı kaç tane ceset çıkarmıştır?
Bağlam: Y. pestis'e çeşitli alternatifler ileri sürülmüştür. Twigg, nedenin bir şarbon türü olduğunu öne sürdü ve Norman Cantor (2001), şarbon ve diğer salgın hastalıkların bir kombinasyonu olabileceğini düşündü. Scott ve Duncan, pandeminin Ebola'ya benzer hemorajik veba gibi karakterize bir bulaşıcı hastal
Cevap:",25,qa_tr,speculative,1," İngiltere Halk Sağlığı kaç tane ceset çıkarmıştır?
Bağlam: Y. pestis'e çeşitli alternatifler ileri sürülmüştür. Twigg, nedenin bir şarbon türü olduğunu öne sürdü ve Norman Cantor (2001), şarbon ve diğer salgın hastalıkların bir kombinasyonu olabileceğini düşündü. Scott ve Duncan, pandeminin Ebola'ya benzer hemorajik veba gibi karakterize bir bulaşıcı hastalık olduğunu öne sürdü. Scott ve Duncan, pandeminin Ebola'ya benzer hemorajik veba gibi karakterize bir bulaşıcı hastalık olduğunu öne sürdü.
İngiltere Halk Sağlığı'nın (UKH) verilerine göre, İngiltere'de her",0.9846153846153847,65,4561.637908002012
"Soru: Stratigrafi uzmanları verilerini üç boyutta görmek için hangi aracı kullanırlar?
Bağlam: Laboratuarda, stratigrafi uzmanları matkap çekirdeği olanlar gibi alandan geri getirilebilecek stratigrafik kesit örneklerini analiz eder. Stratigrafi uzmanları ayrıca yeraltındaki stratigrafik birimlerin yerlerini gösteren jeofiziksel araştırmalardan elde edilen verileri de analiz eder. Jeofiziksel
Cevap:",bilgisayar programlarını,qa_tr,speculative,1," Stratigrafi uzmanları, jeofiziksel verileri analiz etmek için jeofiziksel yöntemleri kullanır.
Cevap: Jeofiziksel yöntemler, jeofiziksel verileri analiz etmek için jeofiziksel yöntemleri kullanır.
Cevap: Jeofiziksel yöntemler, jeofiziksel verileri analiz etmek için jeofiziksel yöntemleri kullanır.
Cevap: Jeofiziksel yöntemler, jeofiziksel verileri analiz etmek için jeofiziksel yöntemleri kullanır.
Cevap: Jeofiziksel yöntemler, jeofiziksel verileri analiz etmek için jeofiziksel yöntemleri kullanır.
Cevap: Jeofiziksel yöntemler, je",0.9692307692307692,65,4597.855258994969
"Soru: Normanların İtalya, Bizans İmparatorluğu ve Ermenistan'daki ana düşmanı kimdi?
Bağlam: Normanlar İtalya'ya girmeye başladıktan kısa bir süre sonra, Bizans İmparatorluğu'na ve daha sonra Ermenistan'a girdiler, Peçeneklere, Bulgarlara ve özellikle Selçuklu Türkleri'ne karşı savaştılar. Norman paralı askerleri ilk önce Bizanslılara karşı hareket etmek için Lombardlar tarafından güneye ge
Cevap:",Selçuklu Türkleri,qa_tr,speculative,1," Normanların İtalya, Bizans İmparatorluğu ve Ermenistan'daki ana düşmanı kimdi?
Norman paralı askerleri ilk önce Bizanslılara karşı hareket etmek için Lombardlar tarafından güneye gönderildi.
Norman paralı askerleri ilk önce Bizanslılara karşı hareket etmek için Lombardlar tarafından güneye gönderildi.
Norman paralı askerleri ilk önce Bizanslılara karşı hareket etmek için Lombardlar tarafından güneye gönderildi.
Norman paralı askerleri ilk önce Bizanslılara karşı hareket etmek için Lombardlar tarafından güneye gönderildi.
Norman paralı askerleri ilk önce Bizanslılara karşı hareket etmek için Lombardlar tarafından",1.0,64,4554.1968930047005
"Soru: Polonya Varşova, 2000'den önce ülke şampiyonluğunu ne zaman kazanmıştır?
Bağlam: Yerel rakipleri Polonya Varşova, daha az destekçiye sahip ancak 2000 yılında Ekstraklasa Şampiyonasını kazanmayı başardılar. Ayrıca 1946'da ülke şampiyonluğunu kazandı ve ayrıca kupayı iki kez kazandı. Polonya'nın sahası Konwiktorska Caddesi'nde, Eski Kent'e 10 dakikalık yürüme mesafesinde yer almak
Cevap:",1946,qa_tr,speculative,1," Polonya Varşova, 2000'den önce ülke şampiyonluğunu ne zaman kazanmıştır?
Cevap: Polonya Varşova, 2000'den önce ülke şampiyonluğunu ne zaman kazanmıştır?
Cevap: Polonya Varşova, 2000'den önce ülke şampiyonluğunu ne zaman kazanmıştır?
Cevap: Polonya Varşova, 2000'den önce ülke şampiyonluğunu ne zaman kazanmıştır?
Cevap: Polonya Varşova, 2000'den önce ülke şampiyonluğunu ne zaman kazanmıştır?
Cevap: Polonya Varşova, 2000'den önce ülke şampiyonluğunu ne zaman kazanmıştır?
Cevap: Polonya Varşova, 2000'den önce ülke şampiyonluğunu ne zaman kazanmıştır?
Cevap: Polonya Varşova, 2000'den önce ülke şampiyonluğunu ne zaman kazanmıştır?
Cevap:",1.0,64,4486.3855250005145
"Soru: Amazon yağmur ormanı için Hollandaca'daki kelime nedir?
Bağlam: Amazon yağmur ormanı (Portekizce: Floresta Amazônica veya Amazônia; İspanyolca: Selva Amazónica, Amazonía veya genellikle Amazonia; Fransızca: Forêt amazonienne; Hollandaca: Amazoneregenwoud) İngilizce'de aynı zamanda Amazonia veya Amazon Jungle olarak da bilinir ve Güney Amerika'nın Amazon havzasın
Cevap:",Amazoneregenwoud,qa_tr,speculative,1," Amazon yağmur ormanı (Portekizce: Floresta Amazônica veya Amazônia; İspanyolca: Selva Amazónica, Amazonía veya genellikle Amazonia; Fransızca: Forêt amazonienne; Hollandaca: Amazoneregenwoud) İngilizce'de aynı zamanda Amazonia veya Amazon Jungle olarak da bilinir ve Güney Amerika'nın Amazon havzasında bulunan bir yağmur ormanıdır.
Amazon yağmur ormanı, Amazon yağmur ormanının bir parçasıdır. Amazon yağmur ormanı, Amazon yağmur ormanının bir parçasıdır. Amazon yağmur ormanı, Amazon yağmur ormanının bir parçasıdır.
Amazon yağmur ormanı, Amazon yağmur ormanının",0.8695652173913043,69,4869.878415003768
"Soru: Hindistan'da hangi kuruluş okullara politika yönelimleri sağlıyor?
Bağlam: Hindistan'da, özel okullara bağımsız okullar denir, ancak bazı özel okullar hükümetten finansal yardım aldıklarından, yardımlı veya yardımsız bir okul olabilir. Yani, tam anlamıyla, özel bir okul, yardımsız, bağımsız bir okuldur. Bu tanımın amacı için, hükümetten sübvanse edilen bir oran satın aldık
Cevap:",sendika hükümetinin,qa_tr,speculative,1," Hindistan'da, özel okullara bağımsız okullar denir, ancak bazı özel okullar hükümetten finansal yardım aldıklarından, yardımlı veya yardımsız bir okul olabilir. Yani, tam anlamıyla, özel bir okul, yardımsız, bağımsız bir okuldur. Bu tanımın amacı için, hükümetten sübvanse edilen bir oran satın aldık.
Hindistan'da, özel okullara bağımsız okullar denir, ancak bazı özel okullar hükümetten sübvanse edilen bir oran satın aldıklarından, yardımlı veya yardımsız bir okul olabilir. Yani, tam anlamıyla, özel bir okul, yardımsız, bağımsız bir okuldur. Bu tanımın amacı için, hükümetten sübvanse edilen",0.9846153846153847,65,4584.007194003789
"Soru: Martin Luther'in zamanında revaçta olan neydi?
Bağlam: Almanca yayınlara olan talebin artmakta olduğu bir zamanda yayınlanan Luther'in İncil'i, hızlı biçimde popüler ve etkili bir İncil çevirisi hâline geldi. Öyle ki, Alman dili ve edebiyatının evrimine kaydadeğer bir katkıda bulundu. Luther tarafından yazılan notlar, önsözler ve papalık karşıtı imgeler
Cevap:",Almanca yayınlara,qa_tr,speculative,1," Luther'in İncil'i, Alman dilinin ve edebiyatının evrimine kaydadeğer bir katkıda bulundu. Luther tarafından yazılan notlar, önsözler ve papalık karşıtı imgeler, Alman dilinin ve edebiyatının evrimine kaydadeğer bir katkıda bulundu. Luther tarafından yazılan notlar, önsözler ve papalık karşıtı imgeler, Alman dilinin ve edebiyatının evrimine kaydadeğer bir katkıda bulundu. Luther tarafından yazılan notlar, önsözler ve papalık karşıtı imgeler, Alman dilinin ve edebiyatının evrimine kaydadeğer bir katkıda bulundu. Luther tarafından yazılan notlar, önsözler ve papalık karşıtı imgeler, Alman dilinin ve edebiyatının evrimine kaydadeğer bir",0.9846153846153847,65,4571.312615997158
"Soru: Caroline dördüncü çeyrekteki kendilerinin 24 yard çizgisinde topu edindiğinde saatteki süre neydi?
Bağlam: Normal sürenin bitimine 4:51 kala Carolina, kendi 24 yard çizgisinde bir oyun kazandıran hareketi gerçekleştirme şansı ile topa sahip oldu ve üçüncü ve dokuzuncu ile karşılaştı. Bir sonraki oyunda, Miller topu Newton'dan uzaklaştırdı ve birkaç oyuncunun dalmasından sonra geriye doğru uzun bir sıçram
Cevap:",4:51,qa_tr,speculative,1," Caroline, dördüncü çeyrekteki kendilerinin 24 yard çizgisinde topu edindiğinde saatteki süre neydi?
Bağlam: Normal sürenin bitimine 4:51 kala Carolina, kendi 24 yard çizgisinde bir oyun kazandıran hareketi gerçekleştirme şansı ile topa sahip oldu ve üçüncü ve dokuzuncu ile karşılaştı. Bir sonraki oyunda, Miller topu Newton'dan uzaklaştırdı ve birkaç oyuncunun dalmasından sonra geriye doğru uzun bir sıçramaya başladı.
Cevap: Caroline, dördüncü çeyrekteki kendilerinin 24 yard çizgisinde topu edindiğinde saatteki süre neydi?
Bağlam: Normal sürenin bitimine 4:51 kala Carolina, kendi 24 yard çizgisinde bir oyun kazandıran",1.0,64,4488.775213998451
