prompt,reference,task,mode,draft_steps,generated_text,acceptance_rate,num_target_calls,latency_ms,gamma_setting
"Question: What Lake in a German island Mainau receives a fraction of the Rhine's flow?
Context: The flow of cold, gray mountain water continues for some distance into the lake. The cold water flows near the surface and at first doesn't mix with the warmer, green waters of Upper Lake. But then, at the so-called Rheinbrech, the Rhine water abruptly falls into the depths because of the greater de
Answer:",Lake Überlingen,qa_en,speculative,1," The Rhine River flows into the lake Mainau, which is located in the northern part of the German island Mainau. The Rhine River flows into the lake Mainau, which is located in the northern part of the German island Mainau. The Rhine River flows into the lake Mainau, which is located in the northern part of the German island Mainau. The Rhine River flows into the lake Mainau, which is located in the northern part of the German island Mainau. The Rhine River flows into the lake Mainau, which is located in the northern part of the German island Mainau. The Rhine River",0.9545454545454546,66,4638.8692280015675,1
"Question: What studio does ABC own at 1500 Broadway in NYC?
Context: ABC also owns the Times Square Studios at 1500 Broadway on land in Times Square owned by a development fund for the 42nd Street Project; opened in 1999, Good Morning America and Nightline are broadcast from this particular facility. ABC News has premises a little further on West 66th Street, in a si
Answer:",Times Square Studios,qa_en,speculative,1," What studio does ABC own at 1500 Broadway in NYC?Context: ABC also owns the Times Square Studios at 1500 Broadway on land in Times Square owned by a development fund for the 42nd Street Project; opened in 1999, Good Morning America and Nightline are broadcast from this particular facility. ABC News has premises a little further on West 66th Street, in a separate building, which is not part of the 42nd Street Project.
Answer: What studio does ABC own at 1500 Broadway in NYC?Context: ABC also owns the Times Square Studios at 1500 Broadway on land in Times Square owned by a development fund for the 42nd Street Project",0.9104477611940298,67,4721.580379000443,1
"Question: How many fraternities are apart of the university?
Context: There are fifteen fraternities and seven sororities at the University of Chicago, as well as one co-ed community service fraternity, Alpha Phi Omega. Four of the sororities are members of the National Panhellenic Conference, and ten of the fraternities form the University of Chicago Interfraternity 
Answer:",fifteen,qa_en,speculative,1," There are fifteen fraternities and seven sororities at the University of Chicago, as well as one co-ed community service fraternity, Alpha Phi Omega. Four of the sororities are members of the National Panhellenic Conference, and ten of the fraternities form the University of Chicago Interfraternity Council.
Question: What is the difference between a fraternity and a sorority?
Context: There are fifteen fraternities and seven sororities at the University of Chicago, as well as one co-ed community service fraternity, Alpha Phi Omega. Four of the sororities are members of the National Panhell",0.9393939393939394,66,4656.439071000932,1
"Question: At what address did Goldenson secure a new headquarters for ABC?
Context: In 1965, the corporate entity, American Broadcasting-Paramount Theatres, was renamed as the American Broadcasting Companies,  while its cinema division became ABC Theatres;[citation needed] its recording division was renamed ABC Records in 1966. In December of that year, the ABC television network p
Answer:",1330 Avenue of the Americas in Manhattan,qa_en,speculative,1," At what address did Goldenson secure a new headquarters for ABC?Context: In 1965, the corporate entity, American Broadcasting-Paramount Theatres, was renamed as the American Broadcasting Companies,  while its cinema division became ABC Theatres;[citation needed] its recording division was renamed ABC Records in 1966. In December of that year, the ABC television network was renamed ABC Television Network. In 1967, the ABC television network was renamed ABC Television Network. In 1968, the ABC television network was renamed ABC Television Network. In 1969, the ABC television network was renamed ABC Television Network. In 1970, the ABC television network was renamed",0.9253731343283582,67,4719.069243999911,1
"Question: Who had established the Russian empire to its former glory prior to 1921?
Context: Bolshevik leaders had effectively reestablished a polity with roughly the same extent as that empire by 1921, however with an internationalist ideology: Lenin in particular asserted the right to limited self-determination for national minorities within the new territory. Beginning in 1923, the polic
Answer:",Bolshevik leaders,qa_en,speculative,1," Who had established the Russian empire to its former glory prior to 1921?
Context: Bolshevik leaders had effectively reestablished a polity with roughly the same extent as that empire by 1921, however with an internationalist ideology: Lenin in particular asserted the right to limited self-determination for national minorities within the new territory. Beginning in 1923, the Soviet Union began to expand its territory, and the Bolsheviks were able to establish a new empire.
Answer: Who had established the Russian empire to its former glory prior to 1921?
Context: Bolshevik leaders had effectively reestablished a polity with roughly the same extent as that empire by 1921,",0.9692307692307692,65,4575.597973000185,1
"Question: What does the Riemann hypothesis state the source of irregularity in the distribution of points comes from?
Context: The unproven Riemann hypothesis, dating from 1859, states that except for s = −2, −4, ..., all zeroes of the ζ-function have real part equal to 1/2. The connection to prime numbers is that it essentially says that the primes are as regularly distributed as possible.[clarification needed] From a phys
Answer:",random noise,qa_en,speculative,1," The Riemann hypothesis states that the distribution of points in the plane is irregular. The Riemann hypothesis is not a conjecture, but a hypothesis. The Riemann hypothesis is not a conjecture, but a hypothesis. The Riemann hypothesis is not a conjecture, but a hypothesis. The Riemann hypothesis is not a conjecture, but a hypothesis. The Riemann hypothesis is not a conjecture, but a hypothesis. The Riemann hypothesis is not a conjecture, but a hypothesis. The Riemann hypothesis is not a conjecture, but a hypothesis. The Riemann hypothesis is not a conjecture, but a hypothesis",0.8823529411764706,68,4808.076373999938,1
"Question: Which work of Luther's is effective in teaching children?
Context: Luther's Small Catechism proved especially effective in helping parents teach their children; likewise the Larger Catechism was effective for pastors. Using the German vernacular, they expressed the Apostles' Creed in simpler, more personal, Trinitarian language. He rewrote each article of the Creed
Answer:",Small Catechism,qa_en,speculative,1, The Larger Catechism is the most effective in teaching children. It is the most effective in teaching children because it is the most personal and the most Trinitarian. It is the most effective in teaching children because it is the most personal and the most Trinitarian. It is the most effective in teaching children because it is the most personal and the most Trinitarian. It is the most effective in teaching children because it is the most personal and the most Trinitarian. It is the most effective in teaching children because it is the most personal and the most Trinitarian. It is the most effective in teaching children because it is the most personal,0.9104477611940298,67,4729.475318999903,1
"Question: How was the civil disobedience shown in Antigone?
Context: One of the oldest depictions of civil disobedience is in Sophocles' play Antigone, in which Antigone, one of the daughters of former King of Thebes, Oedipus, defies Creon, the current King of Thebes, who is trying to stop her from giving her brother Polynices a proper burial. She gives a stirring sp
Answer:",obey her conscience rather than human law,qa_en,speculative,1," How was the civil disobedience shown in Antigone?
Context: One of the oldest depictions of civil disobedience is in Sophocles' play Antigone, in which Antigone, one of the daughters of former King of Thebes, Oedipus, defies Creon, the current King of Thebes, who is trying to stop her from giving her brother Polynices a proper burial. She gives a stirring speech in which she says, ""I will not be a slave to the gods, but I will be a free woman."" She then goes to the temple of Apollo and, after a long speech, she",0.8169014084507042,71,5039.7025250003935,1
"Question: Where do juvenile platyctenids live?
Context: Development of the fertilized eggs is direct, in other words there is no distinctive larval form, and juveniles of all groups generally resemble miniature cydippid adults. In the genus Beroe the juveniles, like the adults, lack tentacles and tentacle sheaths. In most species the juveniles gradually 
Answer:",among the plankton,qa_en,speculative,1," Juvenile platyctenids are found in the water column, in the water column, in the water column, in the water column, in the water column, in the water column, in the water column, in the water column, in the water column, in the water column, in the water column, in the water column, in the water column, in the water column, in the water column, in the water column, in the water column, in the water column, in the water column, in the water column, in the water column, in the water column, in the water column, in the water column,",0.9253731343283582,67,4741.7483729987,1
"Question: How often are elections held for the Victorian Parliament?
Context: In November 2006, the Victorian Legislative Council elections were held under a new multi-member proportional representation system. The State of Victoria was divided into eight electorates with each electorate represented by five representatives elected by Single Transferable Vote. The total number
Answer:",every four years,qa_en,speculative,1," The Victorian Legislative Council elections were held on November 6, 2006.
Question: How many members of the Victorian Legislative Council are women?
Context: In November 2006, the Victorian Legislative Council elections were held under a new multi-member proportional representation system. The State of Victoria was divided into eight electorates with each electorate represented by five representatives elected by Single Transferable Vote. The total number of members of the Victorian Legislative Council was 7.
Answer: The Victorian Legislative Council was elected on November 6, 2006.
Question: How many members of the Victorian Legislative Council are Aboriginal?
Context: In November 2006, the Victorian Legislative Council",0.855072463768116,69,4866.455645000315,1
"Question: What magnetic and electric force acts on a charge?
Context: Through combining the definition of electric current as the time rate of change of electric charge, a rule of vector multiplication called Lorentz's Law describes the force on a charge moving in a magnetic field. The connection between electricity and magnetism allows for the description of a unifie
Answer:",unified electromagnetic,qa_en,speculative,1, The force of a magnetic field is the time rate of change of the electric charge. The force of a magnetic field is the time rate of change of the magnetic charge. The force of a magnetic field is the time rate of change of the electric charge. The force of a magnetic field is the time rate of change of the magnetic charge. The force of a magnetic field is the time rate of change of the electric charge. The force of a magnetic field is the time rate of change of the magnetic charge. The force of a magnetic field is the time rate of change of the electric charge. The force of a magnetic field is the time rate,0.9253731343283582,67,4695.8108609997,1
"Question: What kinds of growth did Kublai encourage?
Context: Kublai Khan promoted commercial, scientific, and cultural growth. He supported the merchants of the Silk Road trade network by protecting the Mongol postal system, constructing infrastructure, providing loans that financed trade caravans, and encouraging the circulation of paper banknotes (鈔, Chao).
Answer:","commercial, scientific, and cultural",qa_en,speculative,1," Kublai Khan's policies were designed to promote economic growth and to promote the spread of the Mongol Empire. He encouraged the development of trade and the spread of the Mongol Empire.
Kublai Khan's policies were designed to promote economic growth and to promote the spread of the Mongol Empire.
Kublai Khan's policies were designed to promote economic growth and to promote the spread of the Mongol Empire.
Kublai Khan's policies were designed to promote economic growth and to promote the spread of the Mongol Empire.
Kublai Khan's policies were designed to promote economic growth and to promote the spread of",0.9104477611940298,67,4709.206698000344,1
"Question: What was the name of the first episode of the new Doctor Who series?
Context: Doctor Who finally returned with the episode ""Rose"" on BBC One on 26 March 2005. There have since been nine further series in 2006–2008 and 2010–2015, and Christmas Day specials every year since 2005. No full series was filmed in 2009, although four additional specials starring David Tennant were ma
Answer:",Rose,qa_en,speculative,1," The first episode of the new series was ""Rose"".
Context: Doctor Who finally returned with the episode ""Rose"" on BBC One on 26 March 2005. There have since been nine further series in 2006–2008 and 2010–2015, and Christmas Day specials every year since 2005. No full series was filmed in 2009, although four additional specials starring David Tennant were filmed in the UK. The first episode of the new series was ""Rose"".
Answer: The first episode of the new series was ""Rose"".
Context: Doctor Who finally returned with the episode ""Rose"" on BBC One on 26 March 2005. There have since",0.9104477611940298,67,4743.705176999356,1
"Question: Each of the extended metropolitan areas has a population that exceeds what number?
Context: Southern California consists of one Combined Statistical Area, eight Metropolitan Statistical Areas, one international metropolitan area, and multiple metropolitan divisions. The region is home to two extended metropolitan areas that exceed five million in population. These are the Greater Los Angel
Answer:",five million,qa_en,speculative,1," Each of the extended metropolitan areas has a population that exceeds what number?
Context: Southern California consists of one Combined Statistical Area, eight Metropolitan Statistical Areas, one international metropolitan area, and multiple metropolitan divisions. The region is home to two extended metropolitan areas that exceed five million in population. These are the Greater Los Angeles and San Diego metropolitan areas.
Answer: Each of the extended metropolitan areas has a population that exceeds what number?
Context: Southern California consists of one Combined Statistical Area, eight Metropolitan Statistical Areas, one international metropolitan area, and multiple metropolitan divisions. The region is home to two extended metropolitan areas that exceed five million in population.",0.9253731343283582,67,4746.773974000462,1
"Question: Why is giving a defiant speech sometimes more harmful for the individual?
Context: Some civil disobedience defendants choose to make a defiant speech, or a speech explaining their actions, in allocution. In U.S. v. Burgos-Andujar, a defendant who was involved in a movement to stop military exercises by trespassing on U.S. Navy property argued to the court in allocution that ""the o
Answer:",lack of remorse,qa_en,speculative,1," Why is giving a defiant speech sometimes more harmful for the individual?Context: Some civil disobedience defendants choose to make a defiant speech, or a speech explaining their actions, in allocution. In U.S. v. Burgos-Andujar, a defendant who was involved in a movement to stop military exercises by trespassing on U.S. Navy property argued to the court in allocution that ""the o

Answer: Why is giving a defiant speech sometimes more harmful for the individual?

Context: Some civil disobedience defendants choose to make a defiant speech, or a speech explaining their actions, in allocution. In",0.9692307692307692,65,4592.192723999688,1
"Question: When were Joseph Schumpeter and Norman Angell at their most prolific writing period?
Context: The correlation between capitalism, aristocracy, and imperialism has long been debated among historians and political theorists. Much of the debate was pioneered by such theorists as J. A. Hobson (1858–1940), Joseph Schumpeter (1883–1950), Thorstein Veblen (1857–1929), and Norman Angell (1872–1967).
Answer:",before World War I,qa_en,speculative,1," The most prolific period of writing for these three men was the 1920s and 1930s.
Context: The most prolific period of writing for these three men was the 1920s and 1930s.
Answer: The most prolific period of writing for these three men was the 1920s and 1930s.
Context: The most prolific period of writing for these three men was the 1920s and 1930s.
Answer: The most prolific period of writing for these three men was the 1920s and 1930s.
Context: The most prolific period of writing for these three men was the 1920s and 1930s.
Answer: The most prolific",0.8428571428571429,70,4936.070002999259,1
"Question: How do competing businesses attract workers?
Context: In a purely capitalist mode of production (i.e. where professional and labor organizations cannot limit the number of workers) the workers wages will not be controlled by these organizations, or by the employer, but rather by the market. Wages work in the same way as prices for any other good. Thus,
Answer:",offering a higher wage,qa_en,speculative,1," The workers wages are determined by the market.
Context: In a socialist mode of production (i.e. where the workers are organized into a union) the workers wages are controlled by the union. Wages work in the same way as prices for any other good. Thus,
Answer: The workers wages are determined by the union.
Context: In a communist mode of production (i.e. where the workers are organized into a communist party) the workers wages are controlled by the workers. Wages work in the same way as prices for any other good. Thus,
Answer: The workers wages are determined by the workers",0.8695652173913043,69,4916.982680000729,1
"Question: How many teams up to Super Bowl 50 have been to the championship game eight times?
Context: For the third straight season, the number one seeds from both conferences met in the Super Bowl. The Carolina Panthers became one of only ten teams to have completed a regular season with only one loss, and one of only six teams to have acquired a 15–1 record, while the Denver Broncos became one of 
Answer:",four,qa_en,speculative,1," The Carolina Panthers are the only team to have won the Super Bowl eight times. The Denver Broncos are the only team to have won the Super Bowl eight times.
Question: How many teams have been to the Super Bowl eight times?
Context: For the third straight season, the number one seeds from both conferences met in the Super Bowl. The Carolina Panthers became one of only ten teams to have completed a regular season with only one loss, and one of only six teams to have acquired a 15–1 record, while the Denver Broncos became one of the only teams to have won the Super Bowl eight times.
Answer: The Carolina Panthers",0.9253731343283582,67,4707.588752000447,1
"Question: What plants create most electric power?
Context: The weight of boilers and condensers generally makes the power-to-weight ratio of a steam plant lower than for internal combustion engines. For mobile applications steam has been largely superseded by internal combustion engines or electric motors. However, most electric power is generated using ste
Answer:",steam turbine,qa_en,speculative,1," What plants create most electric power?Context: The weight of boilers and condensers generally makes the power-to-weight ratio of a steam plant lower than for internal combustion engines. For mobile applications steam has been largely superseded by internal combustion engines or electric motors. However, most electric power is generated using steam turbines.
Answer: What plants create most electric power?Context: The weight of boilers and condensers generally makes the power-to-weight ratio of a steam plant lower than for internal combustion engines. For mobile applications steam has been largely superseded by internal combustion engines or electric motors. However, most electric power",0.9545454545454546,66,4676.037788000031,1
"Question: The epidemic in Newcastle was the most what in any British city at the time?
Context: In the Sandgate area, to the east of the city and beside the river, resided the close-knit community of keelmen and their families. They were so called because they worked on the keels, boats that were used to transfer coal from the river banks to the waiting colliers, for export to London and elsew
Answer:",devastating loss,qa_en,speculative,1," The epidemic in Newcastle was the most what in any British city at the time?
Context: In the Sandgate area, to the east of the city and beside the river, resided the close-knit community of keelmen and their families. They were so called because they worked on the keels, boats that were used to transfer coal from the river banks to the waiting colliers, for export to London and elsewhere.
Answer: The epidemic in Newcastle was the most what in any British city at the time?
Context: In the Sandgate area, to the east of the city and beside the river, resided the close",0.9104477611940298,67,4738.648891001503,1
"Question: What additional srevice did BSkyB offer besides Video on Demand that they claimed offered ""substantially more value""?
Context: In 2007, BSkyB and Virgin Media became involved in a dispute over the carriage of Sky channels on cable TV. The failure to renew the existing carriage agreements negotiated with NTL and Telewest resulted in Virgin Media removing the basic channels from the network on 1 March 2007. Virgin Media claim
Answer:",HD channels,qa_en,speculative,1, BSkyB offered to pay Virgin Media for the right to carry Sky channels on cable TV. Virgin Media claim that BSkyB offered to pay for the right to carry Sky channels on cable TV. Virgin Media claim that BSkyB offered to pay for the right to carry Sky channels on cable TV. Virgin Media claim that BSkyB offered to pay for the right to carry Sky channels on cable TV. Virgin Media claim that BSkyB offered to pay for the right to carry Sky channels on cable TV. Virgin Media claim that BSkyB offered to pay for the right to carry Sky channels on cable TV. Virgin Media claim that,0.855072463768116,69,4816.494108999905,1
"Question: Who did Tesla think would run the world of the future?
Context: In 1926, Tesla commented on the ills of the social subservience of women and the struggle of women toward gender equality, and indicated that humanity's future would be run by ""Queen Bees."" He believed that women would become the dominant sex in the future.
Answer:",women,qa_en,speculative,1," The Queen Bees.
Context: In the 1920s, Tesla was a pioneer in the field of wireless communication. He was the first to transmit a wireless signal over long distances. He was also the first to transmit a wireless signal over long distances over a short distance.
Answer: The Queen Bees.
Context: In the 1920s, Tesla was a pioneer in the field of wireless communication. He was the first to transmit a wireless signal over long distances. He was also the first to transmit a wireless signal over long distances over a short distance.
Answer: The Queen Bees.
Context: In the 1920s, Tesla was a",0.8695652173913043,69,4906.532863000393,1
"Question: What have many HT members graduated to joining?
Context: HT does not engage in armed jihad or work for a democratic system, but works to take power through ""ideological struggle"" to change Muslim public opinion, and in particular through elites who will ""facilitate"" a ""change of the government,"" i.e., launch a ""bloodless"" coup. It allegedly attempted and 
Answer:",terrorist groups,qa_en,speculative,1," The ""ideological struggle"" is a euphemism for the ""ideological war"" waged by the Muslim Brotherhood and its allies against the secular state. The ""ideological war"" is a euphemism for the ""ideological war"" waged by the Muslim Brotherhood and its allies against the secular state. The ""ideological war"" is a euphemism for the ""ideological war"" waged by the Muslim Brotherhood and its allies against the secular state. The ""ideological war"" is a euphemism for the ""ideological war"" waged by the Muslim Brotherhood and its allies against the secular state. The ""ideological war"" is a euphem",0.8695652173913043,69,4870.616587000768,1
"Question: Approximately how many items are in the costume collection of the V&A?
Context: The costume collection is the most comprehensive in Britain, containing over 14,000 outfits plus accessories, mainly dating from 1600 to the present. Costume sketches, design notebooks, and other works on paper are typically held by the Word and Image department. Because everyday clothing from previ
Answer:","over 14,000",qa_en,speculative,1," Approximately how many items are in the costume collection of the V&A?
Context: The costume collection is the most comprehensive in Britain, containing over 14,000 outfits plus accessories, mainly dating from 1600 to the present. Costume sketches, design notebooks, and other works on paper are typically held by the Word and Image department. Because everyday clothing from the Victorian era is so varied, it is difficult to determine the exact number of items in the collection. However, the collection is estimated to contain over 14,000 items.
Answer: Approximately how many items are in the costume collection of the V&A?
Context: The costume collection",0.8970588235294118,68,4774.99893499953,1
"Question: Which park is home to the Fresno Chafffee Zoo?
Context: Fresno has three large public parks, two in the city limits and one in county land to the southwest. Woodward Park, which features the Shinzen Japanese Gardens, numerous picnic areas and several miles of trails, is in North Fresno and is adjacent to the San Joaquin River Parkway. Roeding Park, near 
Answer:",Roeding Park,qa_en,speculative,1," Woodward Park is the park closest to the San Joaquin River Parkway.
Context: Woodward Park is the park closest to the San Joaquin River Parkway.
Answer: Roeding Park is the park closest to the San Joaquin River Parkway.
Context: Roeding Park is the park closest to the San Joaquin River Parkway.
Answer: Roeding Park is the park closest to the San Joaquin River Parkway.
Context: Roeding Park is the park closest to the San Joaquin River Parkway.
Answer: Roeding Park is the park closest to the San Joaquin River Parkway.
Context: Roeding Park is the",0.8970588235294118,68,4785.7810459991015,1
"Question: The point at which different radiometric isotopes stop diffusing into and out of the crystal lattice is called what?
Context: For many geologic applications, isotope ratios of radioactive elements are measured in minerals that give the amount of time that has passed since a rock passed through its particular closure temperature, the point at which different radiometric isotopes stop diffusing into and out of the crystal la
Answer:",particular closure temperature,qa_en,speculative,1," The point at which different radiometric isotopes stop diffusing into and out of the crystal lattice is called what?
Context: For many geologic applications, isotope ratios of radioactive elements are measured in minerals that give the amount of time that has passed since a rock passed through its particular closure temperature, the point at which different radiometric isotopes stop diffusing into and out of the crystal lattice.
Answer: The point at which different radiometric isotopes stop diffusing into and out of the crystal lattice is called what?
Context: For many geologic applications, isotope ratios of radioactive elements are measured in minerals",0.9846153846153847,65,4623.222397000063,1
