prompt,reference,task,mode,draft_steps,generated_text,acceptance_rate,num_target_calls,latency_ms,gamma_setting
"Question: What is the paper written by Richard Karp in 1972 that ushered in a new era of understanding between intractability and NP-complete problems?
Context: In 1967, Manuel Blum developed an axiomatic complexity theory based on his axioms and proved an important result, the so-called, speed-up theorem. The field really began to flourish in 1971 when the US researcher Stephen Cook and, working independently, Leonid Levin in the USSR, proved that there ex
Answer:","""Reducibility Among Combinatorial Problems""",qa_en,speculative,1," The paper by Richard Karp, ""Axiomatic Complexity Theory"", is a classic in the field of complexity theory. It is a very readable paper, and it is a very good introduction to the field.

A:

The paper is ""Axiomatic Complexity Theory"", by Richard Karp, published in the Journal of ACM in 1972.
The paper is available online here.

A:

The paper is ""Axiomatic Complexity Theory"", by Richard Karp, published in the Journal of ACM in 1972.
The paper is available online here.

A:

",0.72,75,3155.5647930017585,1
"Question: What Lake in a German island Mainau receives a fraction of the Rhine's flow?
Context: The flow of cold, gray mountain water continues for some distance into the lake. The cold water flows near the surface and at first doesn't mix with the warmer, green waters of Upper Lake. But then, at the so-called Rheinbrech, the Rhine water abruptly falls into the depths because of the greater de
Answer:",Lake Überlingen,qa_en,speculative,1," The Rheinbrech is a small lake in the middle of the lake. It is a small, shallow lake, about a mile long and a mile wide. The Rheinbrech is fed by the Rhine, which flows into the lake from the north. The Rheinbrech is fed by the Rhine from the south. The Rheinbrech is fed by the Rhine from the east. The Rheinbrech is fed by the Rhine from the west. The Rheinbrech is fed by the Rhine from the north. The Rheinbrech is fed by the Rhine from the south",0.7777777777777778,72,3040.8639859997493,1
"Question: What studio does ABC own at 1500 Broadway in NYC?
Context: ABC also owns the Times Square Studios at 1500 Broadway on land in Times Square owned by a development fund for the 42nd Street Project; opened in 1999, Good Morning America and Nightline are broadcast from this particular facility. ABC News has premises a little further on West 66th Street, in a si
Answer:",Times Square Studios,qa_en,speculative,1," ABC News is owned by the ABC News Network, which is a division of the ABC Corporation.

Question: What is the name of the studio that is located at the corner of West 66th Street and Broadway?
Context: The studio is located at the corner of West 66th Street and Broadway.
Answer: The studio is located at the corner of West 66th Street and Broadway.

Question: What is the name of the studio that is located at the corner of West 66th Street and Broadway?
Context: The studio is located at the corner of West 66th Street and Broadway.
Answer: The studio",0.855072463768116,69,2926.568643000792,1
"Question: How many fraternities are apart of the university?
Context: There are fifteen fraternities and seven sororities at the University of Chicago, as well as one co-ed community service fraternity, Alpha Phi Omega. Four of the sororities are members of the National Panhellenic Conference, and ten of the fraternities form the University of Chicago Interfraternity 
Answer:",fifteen,qa_en,speculative,1," There are fifteen fraternities and seven sororities at the University of Chicago.

Question: How many fraternities are apart of the university?
Context: There are fifteen fraternities and seven sororities at the University of Chicago, as well as one co-ed community service fraternity, Alpha Phi Omega. Four of the sororities are members of the National Panhellenic Conference, and ten of the fraternities form the University of Chicago Interfraternity.
Answer: There are fifteen fraternities and seven sororities at the University of Chicago.

Question: How many fratern",0.9545454545454546,66,2805.81128599988,1
"Question: At what address did Goldenson secure a new headquarters for ABC?
Context: In 1965, the corporate entity, American Broadcasting-Paramount Theatres, was renamed as the American Broadcasting Companies,  while its cinema division became ABC Theatres;[citation needed] its recording division was renamed ABC Records in 1966. In December of that year, the ABC television network p
Answer:",1330 Avenue of the Americas in Manhattan,qa_en,speculative,1," Goldenson secured a new headquarters for ABC in Los Angeles, California.

In 1967, Goldenson was appointed as the president of ABC Records, a position he held until his retirement in 1973.

In 1973, Goldenson was appointed as the president of ABC Records, a position he held until his retirement in 1973.

In 1975, Goldenson was appointed as the president of ABC Records, a position he held until his retirement in 1973.

In 1977, Goldenson was appointed as the president of ABC Records, a position he held until his retirement in 1973.

In 1978, Goldenson was appointed as",0.8028169014084507,71,2985.282139999981,1
"Question: Who had established the Russian empire to its former glory prior to 1921?
Context: Bolshevik leaders had effectively reestablished a polity with roughly the same extent as that empire by 1921, however with an internationalist ideology: Lenin in particular asserted the right to limited self-determination for national minorities within the new territory. Beginning in 1923, the polic
Answer:",Bolshevik leaders,qa_en,speculative,1," The Bolsheviks had established the Russian empire to its former glory prior to 1921. The Bolsheviks had established the Russian empire to its former glory prior to 1921.

Question: Who had established the Russian empire to its former glory prior to 1921?
Context: Bolshevik leaders had effectively reestablished a polity with roughly the same extent as that empire by 1921, however with an internationalist ideology: Lenin in particular asserted the right to limited self-determination for national minorities within the new territory. Beginning in 1923, the polic
Answer: The Bolsheviks had established the Russian empire to",0.9545454545454546,66,2774.6865579993027,1
"Question: What does the Riemann hypothesis state the source of irregularity in the distribution of points comes from?
Context: The unproven Riemann hypothesis, dating from 1859, states that except for s = −2, −4, ..., all zeroes of the ζ-function have real part equal to 1/2. The connection to prime numbers is that it essentially says that the primes are as regularly distributed as possible.[clarification needed] From a phys
Answer:",random noise,qa_en,speculative,1," The Riemann hypothesis states that except for s = −2, −4, ..., all zeroes of the ζ-function have real part equal to 1/2. The connection to prime numbers is that it essentially says that the primes are as regularly distributed as possible.

A:

The Riemann hypothesis states that the zeros of the Riemann zeta function are distributed as regularly as possible.

The Riemann hypothesis is a conjecture, not a proven fact.

The Riemann hypothesis states that except for s = −2, −4, ..., all zeroes of the Riemann zeta function have real part equal to 1/",0.8823529411764706,68,2872.867830999894,1
"Question: Which work of Luther's is effective in teaching children?
Context: Luther's Small Catechism proved especially effective in helping parents teach their children; likewise the Larger Catechism was effective for pastors. Using the German vernacular, they expressed the Apostles' Creed in simpler, more personal, Trinitarian language. He rewrote each article of the Creed
Answer:",Small Catechism,qa_en,speculative,1," The Small Catechism is effective in teaching children, but the Larger Catechism is effective in teaching pastors.

The Larger Catechism is effective in teaching children, but the Small Catechism is effective in teaching pastors.

The Larger Catechism is effective in teaching children, but the Small Catechism is effective in teaching pastors.

The Larger Catechism is effective in teaching children, but the Small Catechism is effective in teaching pastors.

The Larger Catechism is effective in teaching children",0.9104477611940298,67,2839.3145019999793,1
"Question: How was the civil disobedience shown in Antigone?
Context: One of the oldest depictions of civil disobedience is in Sophocles' play Antigone, in which Antigone, one of the daughters of former King of Thebes, Oedipus, defies Creon, the current King of Thebes, who is trying to stop her from giving her brother Polynices a proper burial. She gives a stirring sp
Answer:",obey her conscience rather than human law,qa_en,speculative,1," Antigone is a play about the tragic consequences of a woman's defiance of her husband. The play is set in the time of the Trojan War, when the Greeks were fighting the Trojans. The Greeks were defeated by the Trojans, and the Trojans were defeated by the Greeks. The Greeks were defeated by the Trojans, and the Trojans were defeated by the Greeks. The Greeks were defeated by the Trojans, and the Trojans were defeated by the Greeks. The Greeks were defeated by the Trojans, and the Trojans were defeated by the Greeks. The Greeks",0.8428571428571429,70,2951.572005998969,1
"Question: Where do juvenile platyctenids live?
Context: Development of the fertilized eggs is direct, in other words there is no distinctive larval form, and juveniles of all groups generally resemble miniature cydippid adults. In the genus Beroe the juveniles, like the adults, lack tentacles and tentacle sheaths. In most species the juveniles gradually 
Answer:",among the plankton,qa_en,speculative,1," The juveniles of Beroe are found in the water column, and are generally found in the vicinity of the surface. They are generally found in the vicinity of the surface, and are generally found in the vicinity of the surface.

The juveniles of Beroe are generally found in the vicinity of the surface. They are generally found in the vicinity of the surface.

The juveniles of Beroe are generally found in the vicinity of the surface. They are generally found in the vicinity of the surface.

The juveniles of Beroe are generally found in the vicinity of the surface",0.7916666666666666,72,3035.5992050008354,1
"Question: How often are elections held for the Victorian Parliament?
Context: In November 2006, the Victorian Legislative Council elections were held under a new multi-member proportional representation system. The State of Victoria was divided into eight electorates with each electorate represented by five representatives elected by Single Transferable Vote. The total number
Answer:",every four years,qa_en,speculative,1," The elections were held on November 8, 2006.

The Victorian Legislative Council elections were held on November 8, 2006. The State of Victoria was divided into eight electorates with each electorate represented by five representatives elected by Single Transferable Vote. The total number of seats was reduced from the previous election to eight.

The Victorian Legislative Council elections were held on November 8, 2006. The State of Victoria was divided into eight electorates with each electorate represented by five representatives elected by Single Transferable Vote. The total number of seats was reduced from the previous election to eight.

The Victorian Legislative Council elections were held on November",0.7671232876712328,73,3047.3320740002237,1
"Question: What magnetic and electric force acts on a charge?
Context: Through combining the definition of electric current as the time rate of change of electric charge, a rule of vector multiplication called Lorentz's Law describes the force on a charge moving in a magnetic field. The connection between electricity and magnetism allows for the description of a unifie
Answer:",unified electromagnetic,qa_en,speculative,1," The electric force is the force that acts on a charge moving in a magnetic field. The electric force is the force that acts on a charge moving in a magnetic field.

The electric force is the force that acts on a charge moving in a magnetic field. The electric force is the force that acts on a charge moving in a magnetic field.

The electric force is the force that acts on a charge moving in a magnetic field. The electric force is the force that acts on a charge moving in a magnetic field.

The electric force is the force that acts on a charge moving in a magnetic field. The electric force",0.9393939393939394,66,2811.953297999935,1
"Question: What kinds of growth did Kublai encourage?
Context: Kublai Khan promoted commercial, scientific, and cultural growth. He supported the merchants of the Silk Road trade network by protecting the Mongol postal system, constructing infrastructure, providing loans that financed trade caravans, and encouraging the circulation of paper banknotes (鈔, Chao).
Answer:","commercial, scientific, and cultural",qa_en,speculative,1," Kublai Khan promoted commercial, scientific, and cultural growth. He supported the merchants of the Silk Road trade network by protecting the Mongol postal system, constructing infrastructure, providing loans that financed trade caravans, and encouraging the circulation of paper banknotes (鈔, Chao).

Question: What kinds of growth did Kublai Khan encourage?
Context: Kublai Khan promoted commercial, scientific, and cultural growth. He supported the merchants of the Silk Road trade network by protecting the Mongol postal system, constructing infrastructure, providing loans that financed trade caravans, and encouraging the circulation of paper",0.9692307692307692,65,2727.416001000165,1
"Question: What was the name of the first episode of the new Doctor Who series?
Context: Doctor Who finally returned with the episode ""Rose"" on BBC One on 26 March 2005. There have since been nine further series in 2006–2008 and 2010–2015, and Christmas Day specials every year since 2005. No full series was filmed in 2009, although four additional specials starring David Tennant were ma
Answer:",Rose,qa_en,speculative,1," The first episode of the new series was called ""The Time of the Doctor"".

The first episode of the new series was called ""The Time of the Doctor"" and was broadcast on 26 March 2005. The episode was written by Steven Moffat and directed by David Tennant. The episode was filmed in the United Kingdom and was broadcast on BBC One on 26 March 2005. The episode was the first to feature the return of the Doctor, who had been absent from the series since the end of the first series. The episode was the first to feature the return of the Doctor's companion, Rose Tyler, who had been absent from",0.7066666666666667,75,3123.702709999634,1
"Question: Each of the extended metropolitan areas has a population that exceeds what number?
Context: Southern California consists of one Combined Statistical Area, eight Metropolitan Statistical Areas, one international metropolitan area, and multiple metropolitan divisions. The region is home to two extended metropolitan areas that exceed five million in population. These are the Greater Los Angel
Answer:",five million,qa_en,speculative,1, The population of the Los Angeles metropolitan area is approximately 5.5 million. The population of the San Gabriel Valley is approximately 1.5 million. The population of the San Bernardino County is approximately 1.2 million. The population of the San Diego County is approximately 1.1 million. The population of the Riverside County is approximately 1.1 million. The population of the Orange County is approximately 1.1 million. The population of the San Francisco Bay Area is approximately 1.1 million. The population of the San Jose metropolitan area is approximately 1.1 million. The population of the San Jose-Sunnyvale-Santa,0.7777777777777778,72,3007.772898999974,1
"Question: Why is giving a defiant speech sometimes more harmful for the individual?
Context: Some civil disobedience defendants choose to make a defiant speech, or a speech explaining their actions, in allocution. In U.S. v. Burgos-Andujar, a defendant who was involved in a movement to stop military exercises by trespassing on U.S. Navy property argued to the court in allocution that ""the o
Answer:",lack of remorse,qa_en,speculative,1," The defiant speech is not always more harmful. In fact, it can be beneficial. The defiant speech is a way for the defendant to explain his actions and to show that he is not a lawbreaker. The defiant speech is a way for the defendant to show that he is not a lawbreaker.

The defiant speech is a way for the defendant to explain his actions and to show that he is not a lawbreaker.

The defiant speech is a way for the defendant to show that he is not a lawbreaker.

The defiant speech is a way for the defendant to show that he",0.7777777777777778,72,3059.545944999627,1
"Question: When were Joseph Schumpeter and Norman Angell at their most prolific writing period?
Context: The correlation between capitalism, aristocracy, and imperialism has long been debated among historians and political theorists. Much of the debate was pioneered by such theorists as J. A. Hobson (1858–1940), Joseph Schumpeter (1883–1950), Thorstein Veblen (1857–1929), and Norman Angell (1872–1967).
Answer:",before World War I,qa_en,speculative,1," The most prolific period of Schumpeter and Angell’s writing was between the years of 1900 and 1930. Schumpeter and Angell were both born in the United States, and both were influenced by the ideas of the American economist John Maynard Keynes (1883–1946). Schumpeter was a proponent of the “New Economic Policy” (NEP), which advocated the creation of a “New Economic Order” in which the state would play a more active role in the economy. Angell was a proponent of the “Capitalist Mode of Production” (CMOP), which advocated the creation of a",0.6753246753246753,77,3225.408017000518,1
"Question: How do competing businesses attract workers?
Context: In a purely capitalist mode of production (i.e. where professional and labor organizations cannot limit the number of workers) the workers wages will not be controlled by these organizations, or by the employer, but rather by the market. Wages work in the same way as prices for any other good. Thus,
Answer:",offering a higher wage,qa_en,speculative,1," The workers will be able to compete with each other for the same jobs, and will be able to compete with the employer for the same jobs.

Question: How do competing businesses attract workers?
Context: In a purely capitalist mode of production (i.e. where professional and labor organizations cannot limit the number of workers) the workers wages will not be controlled by these organizations, or by the employer, but rather by the market. Wages work in the same way as prices for any other good. Thus,
Answer: The workers will be able to compete with each other for the same jobs, and will be able to",0.9393939393939394,66,2765.680152000641,1
"Question: How many teams up to Super Bowl 50 have been to the championship game eight times?
Context: For the third straight season, the number one seeds from both conferences met in the Super Bowl. The Carolina Panthers became one of only ten teams to have completed a regular season with only one loss, and one of only six teams to have acquired a 15–1 record, while the Denver Broncos became one of 
Answer:",four,qa_en,speculative,1," The Carolina Panthers and the Denver Broncos are the only two teams to have been to the Super Bowl eight times.

The Carolina Panthers and the Denver Broncos are the only two teams to have been to the Super Bowl eight times.

The Carolina Panthers and the Denver Broncos are the only two teams to have been to the Super Bowl eight times.

The Carolina Panthers and the Denver Broncos are the only two teams to have been to the Super Bowl eight times.

The Carolina Panthers and the Denver Broncos are the only two teams to have been to the Super Bowl eight times.

The Carolina Panthers and the Denver Broncos are",0.9393939393939394,66,2788.5907700001553,1
"Question: What plants create most electric power?
Context: The weight of boilers and condensers generally makes the power-to-weight ratio of a steam plant lower than for internal combustion engines. For mobile applications steam has been largely superseded by internal combustion engines or electric motors. However, most electric power is generated using ste
Answer:",steam turbine,qa_en,speculative,1," Electric power is generated by the conversion of chemical energy into electrical energy. The most common chemical energy source is the chemical energy of water. The chemical energy of water is converted into electrical energy by the chemical reactions of water. The chemical reactions of water are:

The chemical reactions of water are:

The chemical reactions of water are:

The chemical reactions of water are:

The chemical reactions of water are:

The chemical reactions of water are:

The chemical reactions of water are:

The chemical reactions of water are:

The chemical reactions of water are:

The chemical reactions",0.855072463768116,69,2918.942905000222,1
"Question: The epidemic in Newcastle was the most what in any British city at the time?
Context: In the Sandgate area, to the east of the city and beside the river, resided the close-knit community of keelmen and their families. They were so called because they worked on the keels, boats that were used to transfer coal from the river banks to the waiting colliers, for export to London and elsew
Answer:",devastating loss,qa_en,speculative,1," The epidemic in Newcastle was the most what in any British city at the time. The epidemic was the worst in the city, and the worst in the country. The epidemic was the worst in the city, and the worst in the country. The epidemic was the worst in the city, and the worst in the country. The epidemic was the worst in the city, and the worst in the country. The epidemic was the worst in the city, and the worst in the country. The epidemic was the worst in the city, and the worst in the country. The epidemic was the worst in the city, and the worst in the country.",0.9104477611940298,67,2813.2500310002797,1
"Question: What additional srevice did BSkyB offer besides Video on Demand that they claimed offered ""substantially more value""?
Context: In 2007, BSkyB and Virgin Media became involved in a dispute over the carriage of Sky channels on cable TV. The failure to renew the existing carriage agreements negotiated with NTL and Telewest resulted in Virgin Media removing the basic channels from the network on 1 March 2007. Virgin Media claim
Answer:",HD channels,qa_en,speculative,1," BSkyB offered a new package of channels, including the basic channels, which were not available on the network. The new package included the following channels:

The new package was not available on the network until 1 April 2007.

The new package was available on the network until 1 April 2007.

The new package was available on the network until 1 April 2007.

The new package was available on the network until 1 April 2007.

The new package was available on the network until 1 April 2007.

The new package was available on the network until 1 April 2007.

The new package was available",0.8169014084507042,71,2989.7409950008296,1
"Question: Who did Tesla think would run the world of the future?
Context: In 1926, Tesla commented on the ills of the social subservience of women and the struggle of women toward gender equality, and indicated that humanity's future would be run by ""Queen Bees."" He believed that women would become the dominant sex in the future.
Answer:",women,qa_en,speculative,1," Tesla was a visionary, and his predictions were based on his own experiences. He was a visionary, and his predictions were based on his own experiences.

Question: What is the most important thing that you learned from your experience?
Context: The most important thing that I learned from my experience was that I was not alone. I was not alone in my experience. I was not alone in my experience. I was not alone in my experience. I was not alone in my experience. I was not alone in my experience. I was not alone in my experience. I was not alone in my experience. I was not",0.8028169014084507,71,2980.697377000979,1
"Question: What have many HT members graduated to joining?
Context: HT does not engage in armed jihad or work for a democratic system, but works to take power through ""ideological struggle"" to change Muslim public opinion, and in particular through elites who will ""facilitate"" a ""change of the government,"" i.e., launch a ""bloodless"" coup. It allegedly attempted and 
Answer:",terrorist groups,qa_en,speculative,1," The HT has graduated to a ""bloodless"" coup, but it is not a ""democratic"" coup.

The HT is a ""terrorist"" organization, but it is not a ""terrorist"" organization.

The HT is a ""terrorist"" organization, but it is not a ""terrorist"" organization.

The HT is a ""terrorist"" organization, but it is not a ""terrorist"" organization.

The HT is a ""terrorist"" organization, but it is not a ""terrorist"" organization.

The HT is a ""terrorist"" organization, but it",0.8970588235294118,68,2859.5405440009927,1
"Question: Approximately how many items are in the costume collection of the V&A?
Context: The costume collection is the most comprehensive in Britain, containing over 14,000 outfits plus accessories, mainly dating from 1600 to the present. Costume sketches, design notebooks, and other works on paper are typically held by the Word and Image department. Because everyday clothing from previ
Answer:","over 14,000",qa_en,speculative,1," The costume collection is the most comprehensive in Britain, containing over 14,000 outfits plus accessories, mainly dating from 1600 to the present. Costume sketches, design notebooks, and other works on paper are typically held by the Word and Image department. Because everyday clothing from previous eras is not included, the collection is not exhaustive.

The costume collection is the most comprehensive in Britain, containing over 14,000 outfits plus accessories, mainly dating from 1600 to the present. Costume sketches, design notebooks, and other works on paper are typically held by the Word and Image department. Because everyday clothing from previous eras is not",0.8823529411764706,68,2845.55704900049,1
"Question: Which park is home to the Fresno Chafffee Zoo?
Context: Fresno has three large public parks, two in the city limits and one in county land to the southwest. Woodward Park, which features the Shinzen Japanese Gardens, numerous picnic areas and several miles of trails, is in North Fresno and is adjacent to the San Joaquin River Parkway. Roeding Park, near 
Answer:",Roeding Park,qa_en,speculative,1," Woodward Park.

Question: Which park is home to the Fresno Chafffee Zoo?
Context: Fresno has three large public parks, two in the city limits and one in county land to the southwest. Woodward Park, which features the Shinzen Japanese Gardens, numerous picnic areas and several miles of trails, is in North Fresno and is adjacent to the San Joaquin River Parkway. Roeding Park, near 
Answer: Roeding Park.

Question: Which park is home to the Fresno Chafffee Zoo?
Context: Fresno has three large public parks, two in the",0.9545454545454546,66,2762.0307589986623,1
"Question: The point at which different radiometric isotopes stop diffusing into and out of the crystal lattice is called what?
Context: For many geologic applications, isotope ratios of radioactive elements are measured in minerals that give the amount of time that has passed since a rock passed through its particular closure temperature, the point at which different radiometric isotopes stop diffusing into and out of the crystal la
Answer:",particular closure temperature,qa_en,speculative,1," The point at which different radiometric isotopes stop diffusing into and out of the crystal lattice is called what?

A:

The point at which different radiometric isotopes stop diffusing into and out of the crystal lattice is called what?

The point at which different radiometric isotopes stop diffusing into and out of the crystal lattice is called what?

The point at which different radiometric isotopes stop diffusing into and out of the crystal lattice is called what?

The point at which different radiometric isotopes stop diffusing into and out of the crystal lattice is called what?
",1.0,64,2740.426293001292,1
"Question: What could someone be investigated for?
Context: The functions of the teacher's colleges may include setting out clear standards of practice, providing for the ongoing education of teachers, investigating complaints involving members, conducting hearings into allegations of professional misconduct and taking appropriate disciplinary action and acc
Answer:",allegations of professional misconduct,qa_en,speculative,1," The functions of the teacher's colleges may include setting out clear standards of practice, providing for the ongoing education of teachers, investigating complaints involving members, conducting hearings into allegations of professional misconduct and taking appropriate disciplinary action and acc

The following is a list of the functions of the teacher's colleges.

The functions of the teacher's colleges may include setting out clear standards of practice, providing for the ongoing education of teachers, investigating complaints involving members, conducting hearings into allegations of professional misconduct and taking appropriate disciplinary action and acc

The following is a list of the functions of the teacher's colleges.

The functions of the teacher's colleges",0.9253731343283582,67,2833.8810980003473,1
